ID,dataset,split,premise,hypothesis,gold_label,has_reference_relation,prompt,model,repeat,raw_response,KB,error
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,google/gemma-3-4b-it,3,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,google/gemma-3-4b-it,4,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,google/gemma-3-4b-it,5,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,1,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,2,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,3,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,4,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,5,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,openai/gpt-5.4,1,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,openai/gpt-5.4,2,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,openai/gpt-5.4,3,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,openai/gpt-5.4,4,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,openai/gpt-5.4,5,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,google/gemini-3.5-flash,1,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,google/gemini-3.5-flash,2,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,google/gemini-3.5-flash,3,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,google/gemini-3.5-flash,4,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,TRUE,lasha,google/gemini-3.5-flash,5,"answer: entailment
relations: { entails(stereo equipment, audio equipment) }","isa_wn(stereo equipment, audio equipment)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-5.4-mini,1,answer: non-entailment,NO_RELATION,
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-5.4-mini,2,answer: non-entailment,NO_RELATION,
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-5.4-mini,3,answer: non-entailment,NO_RELATION,
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-5.4-mini,4,answer: non-entailment,NO_RELATION,
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-5.4-mini,5,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,1,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,2,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,3,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,4,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,5,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,1,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,2,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,3,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,4,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,5,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-oss-20b,1,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-oss-20b,2,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-oss-20b,3,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-oss-20b,4,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-oss-20b,5,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemma-3-4b-it,1,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemma-3-4b-it,2,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemma-3-4b-it,3,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemma-3-4b-it,4,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemma-3-4b-it,5,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,1,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,2,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,3,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,4,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,5,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-5.4,1,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-5.4,2,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-5.4,3,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-5.4,4,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,openai/gpt-5.4,5,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemini-3.5-flash,1,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemini-3.5-flash,2,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemini-3.5-flash,3,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemini-3.5-flash,4,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,TRUE,lasha,google/gemini-3.5-flash,5,"answer: entailment
relations: { entails(surfer, person), entails(ocean, water) }","isa_wn(surfer, person); isa_wn(ocean, water)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-5.4-mini,1,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-5.4-mini,2,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-5.4-mini,3,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-5.4-mini,4,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-5.4-mini,5,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,1,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,2,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,3,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,4,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,5,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,1,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,2,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,3,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,4,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,5,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-oss-20b,1,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-oss-20b,2,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-oss-20b,3,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-oss-20b,4,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-oss-20b,5,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemma-3-4b-it,1,"answer: entailment
relations: { entails(lady, person), entails(sitting, sit) }","isa_wn(lady, person); isa_wn(sitting, sit)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemma-3-4b-it,2,"answer: entailment
relations: { entails(lady, person), entails(sitting, sit) }","isa_wn(lady, person); isa_wn(sitting, sit)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemma-3-4b-it,3,"answer: entailment
relations: { entails(lady, person), entails(sitting, sit) }","isa_wn(lady, person); isa_wn(sitting, sit)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemma-3-4b-it,4,"answer: entailment
relations: { entails(lady, person), entails(sitting, sit) }","isa_wn(lady, person); isa_wn(sitting, sit)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemma-3-4b-it,5,"answer: entailment
relations: { entails(lady, person), entails(sitting, sit) }","isa_wn(lady, person); isa_wn(sitting, sit)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,1,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,2,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,3,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,4,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,5,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-5.4,1,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-5.4,2,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-5.4,3,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-5.4,4,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,openai/gpt-5.4,5,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemini-3.5-flash,1,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemini-3.5-flash,2,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemini-3.5-flash,3,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemini-3.5-flash,4,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,TRUE,lasha,google/gemini-3.5-flash,5,"answer: entailment
relations: { entails(lady, person) }","isa_wn(lady, person)",
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,FALSE,lasha,openai/gpt-5.4-mini,1,answer: non-entailment,NO_RELATION,
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,FALSE,lasha,openai/gpt-5.4-mini,2,answer: non-entailment,NO_RELATION,
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,FALSE,lasha,openai/gpt-5.4-mini,3,answer: non-entailment,NO_RELATION,
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,FALSE,lasha,openai/gpt-5.4-mini,4,answer: non-entailment,NO_RELATION,
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,FALSE,lasha,openai/gpt-5.4-mini,5,answer: non-entailment,NO_RELATION,
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,FALSE,lasha,anthropic/claude-haiku-4.5,1,"answer: entailment
relations: { entails(throw dead leaf into air, be outside) }","isa_wn(throw dead leaf into air, be outside)",
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,FALSE,lasha,anthropic/claude-haiku-4.5,2,"answer: entailment
relations: { entails(throw dead leaf into air, be outside) }","isa_wn(throw dead leaf into air, be outside)",
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,FALSE,lasha,anthropic/claude-haiku-4.5,3,"answer: entailment
relations: { entails(throw dead leaf into air, be outside) }","isa_wn(throw dead leaf into air, be outside)",
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,FALSE,lasha,anthropic/claude-haiku-4.5,4,"answer: entailment
relations: { entails(throw dead leaf into air, be outside) }","isa_wn(throw dead leaf into air, be outside)",
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,FALSE,lasha,anthropic/claude-haiku-4.5,5,"answer: entailment
relations: { entails(throw dead leaf into air, be outside) }","isa_wn(throw dead leaf into air, be outside)",
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,FALSE,lasha,google/gemini-3.1-flash-lite,1,"answer: entailment
relations: { entails(throw dead leaf into air, be outside) }","isa_wn(throw dead leaf into air, be outside)",
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,FALSE,lasha,google/gemini-3.1-flash-lite,2,"answer: entailment
relations: { entails(throw dead leaf into air, be outside) }","isa_wn(throw dead leaf into air, be outside)",
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,FALSE,lasha,google/gemini-3.1-flash-lite,3,"answer: entailment
relations: { entails(throw dead leaf into air, be outside) }","isa_wn(throw dead leaf into air, be outside)",
