ID,dataset,split,premise,hypothesis,gold_label,annotator_count,all_present_exact_match,Alternative_KB,Ettore_KB,Jorryt_KB,Lasha_KB,Stefan_KB,Ettore_Jorryt_match,Ettore_Lasha_match,Ettore_Stefan_match,Jorryt_Lasha_match,Jorryt_Stefan_match,Lasha_Stefan_match
4729191874.jpg#0r1e,snli,dev,A woman in a brown shirt and a man in a hat cross the street.,A man and woman are walking in the street.,entailment,2,TRUE,,"(cross, walk)",,"(cross, walk)","(cross, walk)",,TRUE,FALSE,,,FALSE
4729746211.jpg#1r1e,snli,dev,A man in a hat is working with golden colored flowers.,"A man in a hat is working with flowers,",entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
4734,sick,dev,A man is fitting a silencer to a pistol,A man is applying a silencer to a gun,entailment,2,TRUE,,"(fit, apply); (pistol, gun)","(fit, apply); (pistol, gun)","(fit, apply); (pistol, gun)",,FALSE,TRUE,,FALSE,,
4734162520.jpg#2r1e,snli,dev,Police officer and his motorcycle in a crowd of people at a protest.,A police officer is on his motorcycle.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
4740975956.jpg#4r1e,snli,dev,Tall man being stopped by an officer.,There is a tall man.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
4760159167.jpg#3r1e,snli,dev,A man walking by a cement column next to the sea.,There is a person near some water.,entailment,2,TRUE,,"(man, person); (sea, water); (next to, near)","(man, person); (sea, water); (next to, near)","(man, person); (next to, near); (sea, water)",,TRUE,FALSE,,FALSE,,
477990943.jpg#0r1e,snli,dev,A girl with black hair and a green shirt has taken several bites from a fresh green apple.,The girl is eating in this picture.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,FALSE,,,FALSE
4786470364.jpg#0r1e,snli,dev,A man in a blue shirt and light blue cap walks by a working scale model of an antique freight train.,a guy with a shirt and hat walks past a train,entailment,2,TRUE,,"(man, guy); (walk by, walk past); (cap, hat)",,"(cap, hat); (man, guy); (walk by, walk past)","(cap, hat); (man, guy); (walk by, walk past)",,FALSE,FALSE,,,FALSE
4803960387.jpg#0r1e,snli,dev,A man wearing a white and blue shirt cooking corn on the cob while a different man buys a piece of corn.,A man is holding to some vegetables near another man.,entailment,3,TRUE,,,"(corn, vegetable)","(corn, vegetable)","(corn, vegetable)",,,,TRUE,TRUE,TRUE
4813609768.jpg#3r1e,snli,dev,A woman in a blue shirt stands with her hands on her hips.,The woman in the blue shirt is touching herself.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
481887827.jpg#3r1e,snli,dev,A group of people sit before a campfire.,People are around a fire,entailment,2,TRUE,,"(campfire, fire)","(campfire, fire)","(campfire, fire)",,TRUE,TRUE,,TRUE,,
4851047049.jpg#3r1e,snli,dev,A man playing a guitar while a woman in a checks the oven.,A man plays an instrument.,entailment,3,TRUE,,,"(guitar, instrument)","(guitar, instrument)","(guitar, instrument)",,,,TRUE,TRUE,TRUE
4876043682.jpg#2r1e,snli,dev,A boy rides on a camel in a crowded area while talking on his cellphone.,A boy is riding an animal.,entailment,2,TRUE,,"(camel, animal)","(camel, animal)","(camel, animal)",,TRUE,TRUE,,TRUE,,
4887879873.jpg#2r1e,snli,test,A man wearing a black jacket stands next to a body of water.,A person is outside near some water.,entailment,2,TRUE,,"(man, person)",,"(man, person)","(man, person)",,TRUE,TRUE,,,TRUE
489,sick,train,There is no dog playing with a red ball,Two daschunds are playing with a red ball,contradiction,2,TRUE,,"(daschund, dog)","(daschund, dog)",,"(daschund, dog)",FALSE,,FALSE,,FALSE,
4894267064.jpg#3r1e,snli,dev,2 woman walking down the street next to graffiti,The woman are by grafitti.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
4909669888.jpg#2r1e,snli,dev,A Black woman on the street is talking on her cellphone.,A black woman is on her phone.,entailment,2,TRUE,,"(cellphone, phone)","(cellphone, phone)",,"(cellphone, phone)",FALSE,,FALSE,,TRUE,
4916,sick,dev,A man is singing and playing a guitar,A man is singing and playing a musical instrument,entailment,2,TRUE,,"(guitar, musical instrument)",,"(guitar, musical instrument)","(guitar, musical instrument)",,TRUE,TRUE,,,TRUE
4929903531.jpg#1r1e,snli,dev,A child is looking at some colorful dresses.,A person is looking at some colorful dresses.,entailment,2,TRUE,,"(child, person)","(child, person)","(child, person)",,TRUE,TRUE,,TRUE,,
4935241932.jpg#3r1e,snli,dev,A green bike is parked next to a door.,The bike is outside.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
4938897545.jpg#4r1e,snli,dev,A motorcycle rider is making a sharp turn.,The motorcyclist is turning.,entailment,2,TRUE,,"(motorcycle rider, motorcyclist)","(motorcycle rider, motorcyclist)",,"(motorcycle rider, motorcyclist)",FALSE,,TRUE,,FALSE,
4950416860.jpg#3r1e,snli,dev,A man in a canoe throwing a yellow net into the water.,A man is in a boat,entailment,3,TRUE,,,"(canoe, boat)","(canoe, boat)","(canoe, boat)",,,,TRUE,TRUE,TRUE
4972,sick,test,An onion is being chopped,An onion is being sliced,entailment,3,TRUE,,,"(chop, slice)","(chop, slice)","(chop, slice)",,,,FALSE,FALSE,TRUE
4974,sick,train,Someone is holding a hedgehog,Someone is holding a small animal,entailment,2,TRUE,,"(hedgehog, small animal)","(hedgehog, small animal)","(hedgehog, small animal)",,TRUE,TRUE,,TRUE,,
4979886037.jpg#3r1e,snli,dev,A smiling costumed woman is holding an umbrella.,A happy woman holds an umbrella.,entailment,2,TRUE,,"(smiling, happy)",,"(smiling, happy)","(smiling, happy)",,TRUE,TRUE,,,TRUE
4980505768.jpg#1r1e,snli,dev,A woman dressed as Snow White walks with other girls in costume down a street.,A woman is dressed as a fairy tale character.,entailment,3,TRUE,,,"(snow white, fairy tale character)","(snow white, fairy tale character)","(snow white, fairy tale character)",,,,TRUE,TRUE,TRUE
4985197970.jpg#0r1e,snli,dev,"A sunny street with a red building, parked cars, and a man walking down the road.",The sun is shining.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
4985197970.jpg#3r1e,snli,dev,A person is walking down a cobblestone street.,The cobblestone street is not empty.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,FALSE,,FALSE,,TRUE,
5030,sick,dev,The man is talking on the telephone,The man is speaking on the telephone,entailment,2,TRUE,,"(talk, speak)","(talk, speak)",,"(talk, speak)",TRUE,,TRUE,,TRUE,
5042057368.jpg#3r1e,snli,dev,Old woman chasing away two lambs with a broom.,There is a woman and some animals.,entailment,2,TRUE,,"(lamb, animal)","(lamb, animal)","(lamb, animal)",,TRUE,TRUE,,TRUE,,
507035997.jpg#2r1e,snli,dev,A man cooking kabobs on a barbecue in his backyard.,The man is have a cookout.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
5110,sick,dev,A chef is preparing some food,A chef is preparing a meal,entailment,2,TRUE,,"(food, meal)",,"(food, meal)","(food, meal)",,TRUE,TRUE,,,TRUE
5113,sick,dev,Two sumo ringers are fighting,Two sumo wrestlers are fighting,entailment,3,TRUE,,,"(sumo ringer, sumo wrestler)","(sumo ringer, sumo wrestler)","(sumo ringer, sumo wrestler)",,,,FALSE,FALSE,FALSE
51145797.jpg#4r1e,snli,dev,Two people are in a green forest.,The forest is not dead.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
5149,sick,train,A lemur is hanging on a cord,A lemur is hanging on a rope,entailment,2,TRUE,,"(cord, rope)","(cord, rope)","(cord, rope)",,TRUE,TRUE,,TRUE,,
5198,sick,train,A boy is saying a word,A child is talking,entailment,2,TRUE,,"(boy, child); (say, talk)","(boy, child); (say, talk)",,"(boy, child); (say, talk)",TRUE,,TRUE,,TRUE,
5217397101.jpg#3r1e,snli,dev,A nun is taking a picture outside.,A woman is outside,entailment,2,TRUE,,"(nun, woman)","(nun, woman)","(nun, woman)",,TRUE,TRUE,,TRUE,,
5266194002.jpg#0r1e,snli,dev,A man in a blue t-shirt is watching two women sitting at a table in the kitchen baking.,A man watches two women cook,entailment,2,TRUE,,"(bake, cook)",,"(bake, cook)","(bake, cook)",,FALSE,FALSE,,,TRUE
530661899.jpg#2r1e,snli,dev,A man and women walk atop a hill.,A man and woman are walking.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
533601247.jpg#2r1e,snli,dev,A boy in sandals is looking at a camera in a busy street.,"A boy is in a busy street, wearing sandals, looking at a camera",entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,FALSE,,,FALSE
5435,sick,train,Two baby pandas are playing,Two cubs are playing,entailment,3,TRUE,,,"(baby panda, cub)","(baby panda, cub)","(baby panda, cub)",,,,TRUE,TRUE,TRUE
5436986554.jpg#1r1e,snli,dev,Military men dressed in camouflage and white aim there weapons while out in the snowy weather.,men have weapons,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
5462,sick,train,A boy is mowing the lawn,A guy is mowing the lawn,entailment,2,TRUE,,"(boy, guy)","(boy, guy)","(boy, guy)",,TRUE,TRUE,,TRUE,,
5498,sick,dev,A woman is cutting a lemon,A woman is cutting fruit,entailment,2,TRUE,,"(lemon, fruit)","(lemon, fruit)",,"(lemon, fruit)",TRUE,,TRUE,,TRUE,
5554,sick,train,The man is aiming a gun,The man is handling a gun,entailment,2,TRUE,,"(aim, handle)",,"(aim, handle)","(aim, handle)",,TRUE,FALSE,,,FALSE
5555,sick,train,The man is aiming a gun,The man is drawing a gun,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
562928217.jpg#4r1e,snli,dev,A black and a white dog are going after a tennis ball.,The dogs are chasing a ball.,entailment,2,TRUE,,"(go after, chase)","(go after, chase)","(go after, chase)",,TRUE,TRUE,,TRUE,,
5728602543.jpg#4r1e,snli,dev,Two young girls looking at Barbie dolls.,Two girls are watching dolls.,entailment,2,TRUE,,"(look, watch)","(look, watch)","(look, watch)",,TRUE,FALSE,,FALSE,,
5791070.jpg#3r1e,snli,dev,"Interior of the restaurant chain: Planet Hollywood, various movie memorabilia decorate the space.",The inside of a restaurant.,entailment,3,TRUE,,,"(interior, inside)","(interior, inside)","(interior, inside)",,,,FALSE,FALSE,TRUE
5806,sick,dev,A man is rowing a canoe,A man is rowing a boat,entailment,2,TRUE,,"(canoe, boat)","(canoe, boat)","(canoe, boat)",,TRUE,TRUE,,TRUE,,
5871026012.jpg#3r1e,snli,dev,A golfer has just finished swinging his club.,a human outside,entailment,2,TRUE,,"(golfer, human)","(golfer, human)","(golfer, human)",,FALSE,TRUE,,FALSE,,
6167481552.jpg#3r1e,snli,dev,A football team getting ready for the coin toss in a half empty stadium.,The stadium is not full.,entailment,2,TRUE,,"(half empty, not full)","(half empty, not full)",,"(half empty, not full)",FALSE,,FALSE,,FALSE,
6167481552.jpg#3r1n,snli,dev,A football team getting ready for the coin toss in a half empty stadium.,There is a game about to be played.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
6214,sick,train,A man is on a ship in front of the sunset,A man is on a boat in front of the sunset,entailment,3,TRUE,,,"(ship, boat)","(ship, boat)","(ship, boat)",,,,TRUE,TRUE,TRUE
6220789654.jpg#3r1e,snli,dev,A woman closes her eyes as she plays her cello.,A woman is making music.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,FALSE,TRUE,,FALSE,,
6285562381.jpg#2r1e,snli,dev,A man and a woman hug on a grassy hillside overlooking the countryside in the distance.,The man and woman are outdoors.,entailment,2,TRUE,,"(hillside, outdoors)","(hillside, outdoors)",,"(hillside, outdoors)",FALSE,,TRUE,,FALSE,
6336028231.jpg#0r1e,snli,dev,A skydiving instructor with a student strapped together while skydiving.,People are jumping from a plane.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
65847949.jpg#1r3e,snli,train,Four women sitting on green outdoor furniture on a patio with a small doghouse in the backdrop.,four women sitting outdoors,entailment,2,TRUE,,"(patio, outdoors)","(patio, outdoors)","(patio, outdoors)",,FALSE,TRUE,,FALSE,,
6634,sick,dev,A hurdle is being leapt by a horse that has a rider on its back,A horse and its rider are leaping over a barrier,entailment,2,TRUE,,"(hurdle, barrier); (leap, leap over)",,"(hurdle, barrier); (leap, leap over)","(hurdle, barrier); (leap, leap over)",,FALSE,TRUE,,,FALSE
6756,sick,dev,A large brown dog and a small grey dog are standing on a rocky surface,A big brown dog and a small grey dog are standing on a rocky surface,entailment,3,TRUE,,,"(large, big)","(large, big)","(large, big)",,,,TRUE,TRUE,TRUE
686293997.jpg#4r1e,snli,dev,"Dinner and decisions, with the crew.",the crew was having dinner,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
7081260077.jpg#3r1e,snli,dev,Rugby player in blue dives to tackle the ball carrier in white.,A rugby player is playing in a match.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
7123721879.jpg#0r1e,snli,dev,"A single runner, clothed in appropriate attire, jogging on a sidewalk next to a body of water, with buildings in the backdrop on the other side of the water.","A jogger, dressed for jogging, jogs on a sidewalk near water.",entailment,3,TRUE,,,"(runner, jogger); (next to, near); (clothed, dressed)","(next to, near); (runner, jogger); (clothed, dressed)","(clothed, dressed); (runner, jogger); (next to, near)",,,,FALSE,FALSE,FALSE
72010421.jpg#0r1e,snli,dev,"A young girl sitting on a white comforter on a bed covered with clothing, holding a yellow stuffed duck.",A yellow duck being held by a girl.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
7292157214.jpg#0r1e,snli,dev,A man wearing a white jacket and pink hat is speaking into a microphone while raising one arm above his head.,The man is wearing a hat.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
7391785714.jpg#4r1e,snli,dev,Kids are on a amusement ride.,Kids ride an amusement ride.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
7417714642.jpg#0r1e,snli,dev,A bride wearing her bridal gown is taking pictures with her colorful wedding bouquet in front of cows.,A bride is taking wedding pictures.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
7479,sick,train,Two guys are sitting around a table and holding beers in their hands,Two blokes are sitting around a table and holding beers in their hands,entailment,2,TRUE,,"(guy, bloke)","(guy, bloke)","(guy, bloke)",,TRUE,TRUE,,TRUE,,
761479953.jpg#2r1e,snli,dev,A young boy wearing safety swimming gear and goggles is in a pool.,A kid uses eye protection while in the water.,entailment,2,TRUE,,"(goggles, eye protection); (pool, water); (young boy, kid)",,"(goggles, eye protection); (pool, water); (young boy, kid)","(goggles, eye protection); (pool, water); (young boy, kid)",,TRUE,TRUE,,,TRUE
7671653534.jpg#2r1e,snli,dev,"Bicyclists are in the street as a crowd watches them ride by a banner that say ""London 2012"".",There are bikes being ridden.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
7700959654.jpg#4r1e,snli,dev,A woman and a man are sword fighting.,Two people are opposing each other in a sword fight.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
7764955218.jpg#4r1e,snli,dev,Two men in yellow jackets and black pants have medals.,The men have been given an award at some point.,entailment,2,TRUE,,"(medal, award)","(medal, award)","(medal, award)",,TRUE,TRUE,,TRUE,,
7795,sick,dev,A tennis player is lunging to the left,A tennis player is jumping to the left,entailment,2,TRUE,,"(lunge, jump)","(lunge, jump)",,"(lunge, jump)",FALSE,,FALSE,,TRUE,
7852369036.jpg#2r1e,snli,dev,A badminton player from china is sprawled out on the badminton court with his racket close by.,A badminton player is laying on a court.,entailment,2,TRUE,,"(sprawl out, lay)","(sprawl out, lay)","(sprawl out, lay)",,FALSE,FALSE,,FALSE,,
8021,sick,train,A brown and white dog is playing on the grass,A brown and white dog is playing on the lawn,entailment,2,TRUE,,"(grass, lawn)",,"(grass, lawn)","(grass, lawn)",,TRUE,TRUE,,,TRUE
8159685316.jpg#1r1e,snli,dev,"Female runners from Japan, Germany and China are running side by side.",The runners are not from the US,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
8182074427.jpg#3r1e,snli,dev,A female basketball player dribbling down court.,A female basketball player is dribbling,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
823425327.jpg#4r1e,snli,dev,There are three woman conversing at a table with drinks.,Women are talking,entailment,3,TRUE,,,"(converse, talk)","(converse, talk)","(converse, talk)",,,,TRUE,TRUE,TRUE
82945847.jpg#0r1n,snli,dev,"Three sisters, barefoot in pink dresses and who range in age from preschool to teenager are pictured on a beach as they look out at the Ocean.","Three sisters, barefoot in pretty pink dresses and who range in age from preschool to teenager",entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
8334,sick,dev,A man is doing a trick on a skateboard,A person is doing a trick on a skateboard,entailment,2,TRUE,,"(man, person)","(man, person)",,"(man, person)",TRUE,,TRUE,,TRUE,
8343,sick,dev,A man in a motocross uniform is wearing a helmet and rides a red motorcycle,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,entailment,2,TRUE,,"(man, person)",,"(man, person)","(man, person)",,TRUE,TRUE,,,TRUE
86112925.jpg#0r1e,snli,dev,"A woman in a patterned shirt hands a plate of food to another woman in an apron, while two women work in the background.",Several women collaborate to hand out food.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
8624,sick,train,People are sitting against a wall,People are sitting near a wall,entailment,2,TRUE,,"(against, near)","(against, near)","(against, near)",,FALSE,TRUE,,FALSE,,
8633,sick,dev,"A man is rock climbing, pausing and calculating the route","A man is rock climbing, stopping and calculating the route",entailment,2,TRUE,,"(pause, stop)","(pause, stop)",,"(pause, stop)",TRUE,,TRUE,,TRUE,
8660,sick,dev,A group of rollerbladers is lining up on the street,A group of rollerbladers is lining up on the road,entailment,2,TRUE,,"(street, road)",,"(street, road)","(street, road)",,TRUE,TRUE,,,TRUE
8806,sick,dev,A dog is swimming in a body of water,An animal is swimming in a body of water,entailment,2,TRUE,,"(dog, animal)","(dog, animal)","(dog, animal)",,TRUE,TRUE,,TRUE,,
89332423.jpg#4r1e,snli,dev,A man holding a large swordfish.,There is a person with a fish.,entailment,2,TRUE,,"(man, person); (swordfish, fish)","(swordfish, fish); (man, person)","(man, person); (swordfish, fish)",,FALSE,FALSE,,FALSE,,
9069,sick,dev,Two boys are laying in the ocean close to the beach,Two boys are laying in the water close to the beach,entailment,2,TRUE,,"(ocean, water)",,"(ocean, water)","(ocean, water)",,TRUE,TRUE,,,TRUE
9359,sick,dev,A surfer is surfing a big wave,A surfer is surfing a huge wave,entailment,3,TRUE,,,"(big, huge)","(big, huge)","(big, huge)",,,,TRUE,TRUE,TRUE
9433,sick,dev,The black and white dog is running in a green yard,A black and white dog is running outdoors,entailment,2,TRUE,,"(yard, outdoors)","(yard, outdoors)","(yard, outdoors)",,FALSE,FALSE,,TRUE,,
952171414.jpg#2r1e,snli,dev,a group of four people conversing next to a bus,A group of people are talking near a vehicle.,entailment,2,TRUE,,"(bus, vehicle); (converse, talk); (next to, near)",,"(bus, vehicle); (converse, talk); (next to, near)","(bus, vehicle); (converse, talk); (next to, near)",,FALSE,TRUE,,,FALSE
9584,sick,dev,The woman is holding the paintbrush next to the artist's easel,The lady is holding the paintbrush next to the artist's easel,entailment,2,TRUE,,"(woman, lady)","(woman, lady)",,"(woman, lady)",FALSE,,TRUE,,FALSE,
9668,sick,train,A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a horse that is pulling a carriage,entailment,2,TRUE,,"(escort, lead)",,"(escort, lead)","(escort, lead)",,TRUE,TRUE,,,TRUE
976581518.jpg#0r1e,snli,test,A scientist studies a slide in order to work on her new creation.,A scientist studies a slide that is related to her invention.,entailment,2,TRUE,,"(creation, invention)",,"(creation, invention)","(creation, invention)",,TRUE,TRUE,,,TRUE
vg_len26r4e,snli,train,The spectators wear hats,The onlookers wear hats,entailment,2,TRUE,,"(spectator, onlooker)","(spectator, onlooker)","(spectator, onlooker)",,TRUE,TRUE,,TRUE,,
vg_len47r4e,snli,train,The man is white.,The man is not black.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
vg_len66r1e,snli,train,The cup is shiny.,The cup glitters,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
vg_len84r1e,snli,train,The bus is gleaming,The bus is bright.,entailment,2,TRUE,,"(gleaming, bright)","(gleaming, bright)",,"(gleaming, bright)",TRUE,,TRUE,,TRUE,
